person_id,author_raw,work_id,author_order,n_authors,position
person:s villani,S. Villani,work_82f50d96861b845b,7,13,middle
person:ben cohen,Ben Cohen,work_82f50d96861b845b,8,13,middle
person:myisha thasin,Myisha Thasin,work_82f50d96861b845b,9,13,middle
person:deena shefter,Deena Shefter,work_82f50d96861b845b,11,13,middle
person:m gajwani,M. Gajwani,work_830cdb2e94e90639,2,6,middle
person:matthias klapperstueck,Matthias Klapperstueck,work_830cdb2e94e90639,3,6,middle
person:james manley,James Manley,work_830cdb2e94e90639,4,6,middle
person:tim dwyer,Tim Dwyer,work_830cdb2e94e90639,5,6,middle
person:a sorokina,A. Sorokina,work_8347b1b95882d657,2,9,middle
person:j koranda,J. Koranda,work_8347b1b95882d657,3,9,middle
person:a monical,A. Monical,work_8347b1b95882d657,4,9,middle
person:c heer,C. Heer,work_8347b1b95882d657,5,9,middle
person:m sheffield,M. Sheffield,work_8347b1b95882d657,6,9,middle
person:d mcgehee,D. McGehee,work_8347b1b95882d657,8,9,middle
person:philipp keller,Philipp J. Keller,work_83525f01067dd39e,10,11,middle
person:abby thompson,Abby R. Thompson,work_83589c03b0e33617,2,5,middle
person:elisabeth conklin,Elisabeth A. Conklin,work_83589c03b0e33617,3,5,middle
person:m rivera alba,M. Rivera-Alba,work_83fb52fa81473035,3,5,middle
person:steve branson,Steve Branson,work_83fb52fa81473035,4,5,middle
person:emma theisen,Emma K. Theisen,work_841b345088ab28bd,2,11,middle
person:elijah rumbaut,Elijah Rumbaut,work_841b345088ab28bd,3,11,middle
person:bryan shum,Bryan Shum,work_841b345088ab28bd,4,11,middle
person:liming tan,Liming Tan,work_841b345088ab28bd,8,11,middle
person:maximilien courgeon,Maximilien Courgeon,work_841b345088ab28bd,9,11,middle
person:rafael cantera,Rafael Cantera,work_8443aa3a33e10095,2,7,middle
person:m steinert,M. Steinert,work_8443aa3a33e10095,4,7,middle
person:thomas pertsch,Thomas Pertsch,work_8443aa3a33e10095,5,7,middle
person:bill hansson,Bill S. Hansson,work_8443aa3a33e10095,6,7,middle
person:alexander nectow,Alexander R. Nectow,work_8460da8caf6a72dd,2,6,middle
person:l pomeranz,L. Pomeranz,work_8460da8caf6a72dd,3,6,middle
person:mats ekstrand,Mats I. Ekstrand,work_8460da8caf6a72dd,4,6,middle
person:j koo,J. Koo,work_8460da8caf6a72dd,5,6,middle
person:craig washington,Craig J. Washington,work_8470676def87adc9,3,6,middle
person:m lowman,M. Lowman,work_8470676def87adc9,5,6,middle
person:tim franzmeyer,Tim Franzmeyer,work_850cb29d47fc3dc9,2,8,middle
person:k palagyi,K. Palágyi,work_850cb29d47fc3dc9,6,8,middle
person:r damoiseaux,R. Damoiseaux,work_853362dc6ff9c35b,14,17,middle
person:peter chong,Peter Chong,work_853a67f3b3bce4e6,3,8,middle
person:c cobbs,C. Cobbs,work_853a67f3b3bce4e6,5,8,middle
person:m bellgrove,M. Bellgrove,work_853fa92c78e2f996,3,4,middle
person:g bezgin,G. Bezgin,work_85d1d319bbb8229c,2,4,middle
person:s everling,S. Everling,work_85d1d319bbb8229c,3,4,middle
person:matthew berkseth,Matthew Berkseth,work_85dc631f2a56b21e,2,4,middle
person:d zarkower,D. Zarkower,work_85dc631f2a56b21e,3,4,middle
person:a lizarraga,A. Lizarraga,work_85df1ad0a08ba192,2,11,middle
person:s caminiti,S. Caminiti,work_85df1ad0a08ba192,3,11,middle
person:s eickhoff,S. Eickhoff,work_85df1ad0a08ba192,5,11,middle
person:c habeck,C. Habeck,work_85df1ad0a08ba192,6,11,middle
person:d perani,D. Perani,work_85df1ad0a08ba192,8,11,middle
person:j pereira,J. Pereira,work_85df1ad0a08ba192,9,11,middle
person:m veronese,M. Veronese,work_85df1ad0a08ba192,10,11,middle
person:fumiko seki,Fumiko Seki,work_85e12c3bfbfa6e39,3,6,middle
person:michiko inouye,Michiko O Inouye,work_85e12c3bfbfa6e39,4,6,middle
person:t nagai,T. Nagai,work_85e12c3bfbfa6e39,5,6,middle
person:fiona love,Fiona M. Love,work_85e90cad98b9be25,3,21,middle
person:philip myers,Philip Myers,work_85e90cad98b9be25,4,21,middle
person:l pettersson,L. Pettersson,work_85e90cad98b9be25,7,21,middle
person:zane mitrevica,Zane Mitrevica,work_85e90cad98b9be25,10,21,middle
person:t rodrigues,T. Rodrigues,work_85e90cad98b9be25,14,21,middle
person:m stensmyr,M. Stensmyr,work_85e90cad98b9be25,18,21,middle
person:timothy musial,Timothy F. Musial,work_8627e5369ab9b3fe,14,18,middle
person:abby wood,Abby J Wood,work_868a0c3e30075587,2,3,middle
person:laurin buld,Laurin Büld,work_86c1f0dec2fe2b88,3,16,middle
person:maria theiss,Maria Theiss,work_86c1f0dec2fe2b88,4,16,middle
person:tatevik sarkissian,Tatevik Sarkissian,work_86c1f0dec2fe2b88,6,16,middle
person:willem laursen,Willem J. Laursen,work_86c1f0dec2fe2b88,7,16,middle
person:p garrity,P. Garrity,work_86c1f0dec2fe2b88,15,16,middle
person:janelia flyem project team,Janelia FlyEM Project Team,work_86e1de14f17fce4c,14,16,middle
person:finlay stewart,Finlay J Stewart,work_87579702ea1165f6,2,10,middle
person:marko ilic,Marko Ilić,work_87579702ea1165f6,3,10,middle
person:daiki wakita,Daiki Wakita,work_87579702ea1165f6,5,10,middle
person:n miyazaki,N. Miyazaki,work_87579702ea1165f6,6,10,middle
person:k murata,K. Murata,work_87579702ea1165f6,7,10,middle
person:m kinoshita,M. Kinoshita,work_87579702ea1165f6,8,10,middle
person:gregor belusic,Gregor Belušič,work_87579702ea1165f6,9,10,middle
person:a tomkins,A. Tomkins,work_8772a05028b4521d,2,14,middle
person:wesley bruning,Wesley Bruning,work_8772a05028b4521d,4,14,middle
person:allison fenichel,Allison L. Fenichel,work_8772a05028b4521d,5,14,middle
person:dorian florescu,Dorian Florescu,work_8772a05028b4521d,8,14,middle
person:carlos luna ortiz,Carlos Luna Ortiz,work_8772a05028b4521d,9,14,middle
person:p richmond,P. Richmond,work_8772a05028b4521d,10,14,middle
person:d coca,D. Coca,work_8772a05028b4521d,12,14,middle
person:a fukuda,A. Fukuda,work_8836d9b46d1f1126,2,11,middle
person:emilia derksen,Emilia Derksen,work_8836d9b46d1f1126,4,11,middle
person:aika saito,Aika Saito,work_8836d9b46d1f1126,5,11,middle
person:gabriel moller,Gabriel Möller,work_8836d9b46d1f1126,6,11,middle
person:manabu sekiguchi,Manabu Sekiguchi,work_8836d9b46d1f1126,7,11,middle
person:dirk rieger,Dirk Rieger,work_8836d9b46d1f1126,8,11,middle
person:taishi yoshii,Taishi Yoshii,work_8836d9b46d1f1126,10,11,middle
person:chonghe hao,Chonghe Hao,work_885fd04a0c9e3cfa,4,8,middle
person:wangzi yao,Wangzi Yao,work_885fd04a0c9e3cfa,5,8,middle
person:brian wheatman,Brian Wheatman,work_88c223f0b82f20de,2,3,middle
person:jeff rudie,Jeff D. Rudie,work_8940c7ec97850be8,2,5,middle
person:a bandrowski,A. Bandrowski,work_8940c7ec97850be8,3,5,middle
person:j horn,J. D. Horn,work_8940c7ec97850be8,4,5,middle
person:sebi rolotti,Sebi V. Rolotti,work_894a7ff84d58ec7c,2,17,middle
person:miklos szoboszlay,Miklos Szoboszlay,work_894a7ff84d58ec7c,3,17,middle
person:eugenie peze heidsieck,Eugénie Pezé-Heidsieck,work_894a7ff84d58ec7c,4,17,middle
person:tiffany ming,Tiffany Ming,work_894a7ff84d58ec7c,5,17,middle
person:a schroeder,A. Schroeder,work_894a7ff84d58ec7c,6,17,middle
person:fabiana bahna,Fabiana A. Bahna,work_894a7ff84d58ec7c,10,17,middle
person:a losonczy,A. Losonczy,work_894a7ff84d58ec7c,16,17,middle
person:s foxley,S. Foxley,work_896ff9e7f90795c5,2,5,middle
person:peng liu,Peng Liu,work_89b546868af40e06,2,7,middle
person:jia wan,Jia Wan,work_89b546868af40e06,5,7,middle
person:liqiang nie,Liqiang Nie,work_89b546868af40e06,6,7,middle
person:antoine sussfeld,Antoine Sussfeld,work_89c2f99a9775bf5b,4,10,middle
person:nicki mohammadi,Nicki Mohammadi,work_8a5bdc50ed94a369,6,17,middle
person:amelia antone,Amelia Antone,work_8a5bdc50ed94a369,7,17,middle
person:jordan wood,Jordan F. Wood,work_8a5bdc50ed94a369,11,17,middle
person:neda masoudi,Neda Masoudi,work_8a5bdc50ed94a369,12,17,middle
person:yasmin ramadan,Yasmin H. Ramadan,work_8a5bdc50ed94a369,14,17,middle
person:martin peek,Martin Y. Peek,work_8a9f36433b0e7803,2,17,middle
person:carmen morrow,Carmen M. Morrow,work_8a9f36433b0e7803,6,17,middle
person:jason polsky,Jason Polsky,work_8a9f36433b0e7803,12,17,middle
person:shada alghailani,Shada Alghailani,work_8a9f36433b0e7803,13,17,middle
person:csaba kerepesi,Csaba Kerepesi,work_8ba1309e39ad81af,2,4,middle
person:balint varga,Bálint Varga,work_8ba1309e39ad81af,3,4,middle
person:omar alonso,Omar Alonso,work_8bfb466bf9210767,2,3,middle
person:t ustunkaya,T. Ustunkaya,work_8bffa66c1a57a9aa,2,5,middle
person:jonnathan singh alvarado,Jonnathan Singh Alvarado,work_8bffa66c1a57a9aa,3,5,middle
person:carlie langille,Carlie Langille,work_8c54f7481fa31618,2,12,middle
person:meagan wiederman,Meagan Wiederman,work_8c54f7481fa31618,4,12,middle
person:camenzind robinson,Camenzind G. Robinson,work_8cba212f6e7b83ad,4,23,middle
person:o torrens,O. Torrens,work_8cba212f6e7b83ad,7,23,middle
person:bill karsh,Bill Karsh,work_8cba212f6e7b83ad,14,23,middle
person:majd farah,Majd Farah,work_8ce856dac0188a93,2,6,middle
person:subhajit jana,Subhajit Jana,work_8ce856dac0188a93,3,6,middle
person:lucie lentz,Lucie Lentz,work_8d04af73e3e2c144,2,6,middle
person:jessica iliescu,Jessica Iliescu,work_8d04af73e3e2c144,4,6,middle
person:junichi tanimura,Junichi Tanimura,work_8d04af73e3e2c144,5,6,middle
person:jihye seong,Jihye Seong,work_8d259f8c6f69999e,3,4,middle
person:antonin blot,Antonin Blot,work_8d360f62130e5f09,2,4,middle
person:k knobe,K. Knobe,work_8d47ebd6cf769730,2,6,middle
person:r newton,R. Newton,work_8d47ebd6cf769730,3,6,middle
person:f schlimbach,F. Schlimbach,work_8d47ebd6cf769730,4,6,middle
person:melanie blower,Melanie Blower,work_8d47ebd6cf769730,5,6,middle
person:t yoon,T. Yoon,work_8d553c90fb7e2b6e,4,10,middle
person:jinsoo seo,Jinsoo Seo,work_8d553c90fb7e2b6e,7,10,middle
person:j um,J. Um,work_8d553c90fb7e2b6e,8,10,middle
person:alexander mathiasen,Alexander Mathiasen,work_8e26d958532e6691,3,6,middle
person:joanna tsang,Joanna Tsang,work_8e26d958532e6691,4,6,middle
person:monique estelle charrier,Monique Estelle Charrier,work_8e26d958532e6691,5,6,middle
person:christian behrens,Christian Behrens,work_8e52111f0a169403,2,5,middle
person:maria korympidou,Maria M. Korympidou,work_8e67364505d22b4a,2,9,middle
person:yanli ran,Yanli Ran,work_8e67364505d22b4a,3,9,middle
person:c cecchetto,C. Cecchetto,work_8ef597d9b53d5869,2,9,middle
person:a fjaeldstad,A. Fjaeldstad,work_8ef597d9b53d5869,3,9,middle
person:m farruggia,M. Farruggia,work_8ef597d9b53d5869,4,9,middle
person:r hartig,R. Hartig,work_8ef597d9b53d5869,5,9,middle
person:yuko nakamura,Yuko Nakamura,work_8ef597d9b53d5869,6,9,middle
person:r pellegrino,R. Pellegrino,work_8ef597d9b53d5869,7,9,middle
person:andy wai kan yeung,Andy Wai Kan Yeung,work_8ef597d9b53d5869,8,9,middle
person:t bolton,T. Bolton,work_8f2ad7a7d6c55a54,2,5,middle
person:raphael liegeois,Raphaël Liégeois,work_8f2ad7a7d6c55a54,4,5,middle
person:julia miller,Julia M. Miller,work_8f2d73f1d0e0367a,2,5,middle
person:harpreet randhawa,Harpreet Randhawa,work_8f2d73f1d0e0367a,3,5,middle
person:lesly palacios castillo,L. M. P. Castillo,work_8f2d73f1d0e0367a,4,5,middle
person:alexander sauer,Alexander Sauer,work_8f57fcadbe445368,2,12,middle
person:mariia dmitrieva,Mariia Dmitrieva,work_8f57fcadbe445368,3,12,middle
person:hannahmariam mekbib,Hannahmariam T. Mekbib,work_8f57fcadbe445368,5,12,middle
person:yujin bao,Yujin Bao,work_8f57fcadbe445368,6,12,middle
person:xiaojia guo,Xiaojia Guo,work_8f57fcadbe445368,7,12,middle
person:robert safirstein,Robert Safirstein,work_8f57fcadbe445368,9,12,middle
person:gary desir,Gary V. Desir,work_8f57fcadbe445368,10,12,middle
person:jens rittscher,Jens Rittscher,work_8f57fcadbe445368,11,12,middle
person:j borseth,J. Borseth,work_8fd725d2118803e2,3,20,middle
person:marie scott,Marie E. Scott,work_8fd725d2118803e2,4,20,middle
person:derric williams,Derric Williams,work_8fd725d2118803e2,5,20,middle
person:jed perkins,Jed Perkins,work_8fd725d2118803e2,6,20,middle
person:c own,C. Own,work_8fd725d2118803e2,7,20,middle
person:m murfitt,M. Murfitt,work_8fd725d2118803e2,8,20,middle
person:d castelli,D. Castelli,work_8fd725d2118803e2,12,20,middle
person:david reid,David Reid,work_8fd725d2118803e2,13,20,middle
person:colin farrell,Colin Farrell,work_8fd725d2118803e2,18,20,middle
person:qihao zheng,Qihao Zheng,work_8fdabecbe4e2c04e,4,8,middle
person:wanli ouyang,Wanli Ouyang,work_8fdabecbe4e2c04e,7,8,middle
person:nina shamsi,Nina I. Shamsi,work_902cf6d1376f15b8,2,4,middle
person:lars gjesteby,Lars A. Gjesteby,work_902cf6d1376f15b8,3,4,middle
person:okan altingovde,Okan Altingövde,work_908f9dfa68a849c9,2,5,middle
person:m causemann,M. Causemann,work_9189f72c98e4bc63,2,6,middle
person:a ellingsrud,A. J. Ellingsrud,work_9189f72c98e4bc63,4,6,middle
person:g halnes,G. Halnes,work_9189f72c98e4bc63,5,6,middle
person:a blevins,A. Blevins,work_91bc5337106c81dc,2,3,middle
person:o king,O. N. King,work_9224f576c520ade6,2,9,middle
person:avery pennington,Avery Pennington,work_9224f576c520ade6,3,9,middle
person:w tun,W. Tun,work_9224f576c520ade6,4,9,middle
person:mark basham,Mark Basham,work_9224f576c520ade6,5,9,middle
person:m darrow,M. Darrow,work_9224f576c520ade6,8,9,middle
person:merja joensuu,Merja Joensuu,work_925c3e324896606e,2,5,middle
person:darshan kumar,Darshan Kumar,work_925c3e324896606e,3,5,middle
person:h vihinen,H. Vihinen,work_925c3e324896606e,4,5,middle
person:c law,C. Law,work_92a573e17ee62f83,4,8,middle
person:a vazquez,A. Vázquez,work_92a573e17ee62f83,5,8,middle
person:matteo ferrante,Matteo Ferrante,work_92cd6d4932ed3a2c,2,3,middle
person:r lambiotte,R. Lambiotte,work_92dec379d1c56f26,2,3,middle
person:adrien berchet,Adrien Berchet,work_92f0ed50dd791967,2,5,middle
person:arthur edgren,Arthur Edgren,work_9388ccb7e7e830c1,5,9,middle
person:b winslow,B. Winslow,work_9487955aca364a01,4,34,middle
person:a henry,A. Henry,work_9487955aca364a01,10,34,middle
person:c slaughterbeck,C. Slaughterbeck,work_9487955aca364a01,15,34,middle
person:anh ho,Anh Ho,work_9487955aca364a01,19,34,middle
person:eric nicholas,Eric Nicholas,work_9487955aca364a01,20,34,middle
person:phillip bohn,Phillip Bohn,work_9487955aca364a01,22,34,middle
person:kevin joines,Kevin Joines,work_9487955aca364a01,23,34,middle
person:john phillips,John W. Phillips,work_9487955aca364a01,26,34,middle
person:j hohmann,J. Hohmann,work_9487955aca364a01,27,34,middle
person:paul wohnoutka,Paul E. Wohnoutka,work_9487955aca364a01,28,34,middle
person:allan jones,Allan R. Jones,work_9487955aca364a01,33,34,middle
person:philipp bauknecht,Philipp Bauknecht,work_94ff9e171c976c2c,6,8,middle
person:olivier mirabeau,Olivier Mirabeau,work_94ff9e171c976c2c,7,8,middle
person:etienne serbe kamp,Etienne Serbe-Kamp,work_9525e09acddf866e,2,6,middle
person:alex mauss,Alex S. Mauss,work_9525e09acddf866e,3,6,middle
person:sandra fendl,Sandra Fendl,work_9525e09acddf866e,5,6,middle
person:julian falco,Julian N. Falco,work_958be63650186414,2,5,middle
person:michael musslewhite,Michael D. Musslewhite,work_958be63650186414,3,5,middle
person:biao yue,Biao Yue,work_95938bf4e63558ad,3,7,middle
person:nahida islam,Nahida Islam,work_95938bf4e63558ad,4,7,middle
person:ashfaqur rahman,Ashfaqur Rahman,work_95938bf4e63558ad,5,7,middle
person:m mithu,M.S.H. Mithu,work_95938bf4e63558ad,6,7,middle
person:dian ang yap,Dian Ang Yap,work_961403604355e4a7,2,3,middle
person:e newman smith,E. Smith,work_9678d39054f8cb2b,2,7,middle
person:iraa guleria,Iraa Guleria,work_9678d39054f8cb2b,5,7,middle
person:m kourakis,M. Kourakis,work_9678d39054f8cb2b,6,7,middle
person:ijeoma nwabudike,Ijeoma Nwabudike,work_97016b4155ddb0c4,2,12,middle
person:matthew gomes,Matthew A. Gomes,work_97016b4155ddb0c4,4,12,middle
person:adam atanas,Adam A. Atanas,work_97016b4155ddb0c4,6,12,middle
person:eric bueno,Eric Bueno,work_97016b4155ddb0c4,7,12,middle
person:cassi estrem,Cassi Estrem,work_97016b4155ddb0c4,8,12,middle
person:s rasuli,S. N. Rasuli,work_971a4ba72345218e,2,4,middle
person:h shimazaki,H. Shimazaki,work_971a4ba72345218e,3,4,middle
person:john hernandez,John S Hernandez,work_97f48fe8229c5ca1,3,6,middle
person:hagar meltzer,Hagar Meltzer,work_97f48fe8229c5ca1,4,6,middle
person:annie park,Annie Park,work_97f48fe8229c5ca1,5,6,middle
person:elizabeth reilly,Elizabeth P. Reilly,work_97f80d18931aae82,13,17,middle
person:ana silverstein,Ana R. Silverstein,work_97fef5d2214981f3,3,7,middle
person:a hoshino,A. Hoshino,work_97fef5d2214981f3,4,7,middle
person:t reh,T. Reh,work_97fef5d2214981f3,5,7,middle
person:jean francois de backer,Jean‐François De Backer,work_994933ce77707057,2,3,middle
person:aleyna diniz,Aleyna M. Diniz,work_9952e1421e932a54,2,11,middle
person:elisabeth koert,Elisabeth Koert,work_9952e1421e932a54,3,11,middle
person:m schilling,M. Schilling,work_9952e1421e932a54,4,11,middle
person:m uhl,M. Uhl,work_9952e1421e932a54,5,11,middle
person:a thirumalai,A. Thirumalai,work_9952e1421e932a54,6,11,middle
person:mostafa aakhte,Mostafa Aakhte,work_9952e1421e932a54,7,11,middle
person:kathrin kusch,Kathrin Kusch,work_9952e1421e932a54,8,11,middle
person:j huisken,J. Huisken,work_9952e1421e932a54,9,11,middle
person:paul tang,Paul Tang,work_9a21d8fa753f5a6a,2,3,middle
person:j peterson,J. M. Peterson,work_9b0affa5a4f9b682,2,4,middle
person:borbala mazzag,Borbala Mazzag,work_9b0affa5a4f9b682,3,4,middle
person:peter hirsch,Peter Hirsch,work_9b2bee51208c52e0,2,9,middle
person:ramya kandarpa,Ramya Kandarpa,work_9b2bee51208c52e0,4,9,middle
person:j rumberger,J. L. Rumberger,work_9b2bee51208c52e0,5,9,middle
person:annika reinke,Annika Reinke,work_9b2bee51208c52e0,6,9,middle
person:lena maier hein,Lena Maier-Hein,work_9b2bee51208c52e0,7,9,middle
person:daniel margules,Daniel S. Margules,work_9b32917a4d853259,2,70,middle
person:a badhwar,A. Badhwar,work_9b32917a4d853259,3,70,middle
person:david kennedy,David Kennedy,work_9b32917a4d853259,4,70,middle
person:j poline,J. Poline,work_9b32917a4d853259,5,70,middle
person:r toro,R. Toro,work_9b32917a4d853259,6,70,middle
person:ben cipollini,Ben Cipollini,work_9b32917a4d853259,7,70,middle
person:ariel rokem,Ariel S. Rokem,work_9b32917a4d853259,8,70,middle
person:daniel clark,Daniel Clark,work_9b32917a4d853259,9,70,middle
person:c madjar,C. Madjar,work_9b32917a4d853259,10,70,middle
person:ayan sengupta,Ayan Sengupta,work_9b32917a4d853259,11,70,middle
person:z mohades,Z. Mohades,work_9b32917a4d853259,12,70,middle
person:s dery,S. Déry,work_9b32917a4d853259,13,70,middle
person:d demeter,D. Demeter,work_9b32917a4d853259,16,70,middle
person:kate mills,Kate Mills,work_9b32917a4d853259,17,70,middle
person:glad mihai,Glad Mihai,work_9b32917a4d853259,18,70,middle
person:luka ruzic,Luka Ruzic,work_9b32917a4d853259,19,70,middle
person:nicholas ketz,Nicholas Ketz,work_9b32917a4d853259,20,70,middle
person:a reineberg,A. Reineberg,work_9b32917a4d853259,21,70,middle
person:marianne reddan,Marianne C. Reddan,work_9b32917a4d853259,22,70,middle
person:anne lise goddings,Anne-Lise Goddings,work_9b32917a4d853259,23,70,middle
person:j gonzalez castillo,J. Gonzalez-Castillo,work_9b32917a4d853259,24,70,middle
person:c froehlich,C. Froehlich,work_9b32917a4d853259,26,70,middle
person:g dekel,G. Dekel,work_9b32917a4d853259,27,70,middle
person:t glatard,T. Glatard,work_9b32917a4d853259,29,70,middle
person:samir das,Samir Das,work_9b32917a4d853259,30,70,middle
person:reza adalat,Reza Adalat,work_9b32917a4d853259,31,70,middle
person:natacha beck,Natacha Beck,work_9b32917a4d853259,32,70,middle
person:remi bernard,Rémi Bernard,work_9b32917a4d853259,33,70,middle
person:n khalili mahani,N. Khalili-Mahani,work_9b32917a4d853259,34,70,middle
person:pierre rioux,Pierre Rioux,work_9b32917a4d853259,35,70,middle
person:marc etienne rousseau,Marc-Etienne Rousseau,work_9b32917a4d853259,36,70,middle
person:alan evans,Alan C. Evans,work_9b32917a4d853259,37,70,middle
person:y halchenko,Y. Halchenko,work_9b32917a4d853259,38,70,middle
person:matteo visconti di oleggio castello,Matteo Visconti di Oleggio Castello,work_9b32917a4d853259,39,70,middle
person:raul hernandez perez,Raúl Hernández-Pérez,work_9b32917a4d853259,40,70,middle
person:edgar morales,Edgar A. Morales,work_9b32917a4d853259,41,70,middle
person:laura cuaya,Laura V. Cuaya,work_9b32917a4d853259,42,70,middle
person:kaori ito,Kaori L. Ito,work_9b32917a4d853259,43,70,middle
person:h johnson,H. Johnson,work_9b32917a4d853259,44,70,middle
person:e kan,E. Kan,work_9b32917a4d853259,45,70,middle
person:julia anglin,Julia Anglin,work_9b32917a4d853259,46,70,middle
person:m borich,M. Borich,work_9b32917a4d853259,47,70,middle
person:s liew,S. Liew,work_9b32917a4d853259,50,70,middle
person:m falkiewicz,M. Falkiewicz,work_9b32917a4d853259,52,70,middle
person:julia huntenburg,Julia M. Huntenburg,work_9b32917a4d853259,53,70,middle
person:david connor,David O’Connor,work_9b32917a4d853259,54,70,middle
person:m milham,M. Milham,work_9b32917a4d853259,56,70,middle
person:r craddock,R. Craddock,work_9b32917a4d853259,57,70,middle
person:r pereira,R. Pereira,work_9b32917a4d853259,58,70,middle
person:j pfannmoller,J. Pfannmöller,work_9b32917a4d853259,59,70,middle
person:r mesquita,R. Mesquita,work_9b32917a4d853259,60,70,middle
person:luis herrera,Luis C. T. Herrera,work_9b32917a4d853259,61,70,middle
person:daniela dentico,Daniela Dentico,work_9b32917a4d853259,62,70,middle
person:v sochat,V. Sochat,work_9b32917a4d853259,63,70,middle
person:b nichols,B. N. Nichols,work_9b32917a4d853259,64,70,middle
person:a heinsfeld,A. S. Heinsfeld,work_9b32917a4d853259,65,70,middle
person:a franco,A. Franco,work_9b32917a4d853259,66,70,middle
person:a buchweitz,A. Buchweitz,work_9b32917a4d853259,67,70,middle
person:felipe meneguzzi,Felipe Meneguzzi,work_9b32917a4d853259,68,70,middle
person:julio villalon reina,Julio E. Villalón-Reina,work_9b32917a4d853259,69,70,middle
person:matthew meiselman,Matthew R. Meiselman,work_9b3e284c74fcc4ce,2,4,middle
person:staci thornton,Staci N. Thornton,work_9b3e284c74fcc4ce,3,4,middle
person:j zuniga,J. Zúñiga,work_9c0fed59f7a0812e,2,7,middle
person:kainat mian,Kainat Mian,work_9c0fed59f7a0812e,3,7,middle
person:paul derr,Paul J Derr,work_9c0fed59f7a0812e,5,7,middle
person:femke hurtak,Femke Hurtak,work_9c703df2a489f7a3,4,6,middle
person:v ravi,V. Ravi,work_9ca6628105d0c4ad,2,16,middle
person:c galanis,C. Galanis,work_9ca6628105d0c4ad,4,16,middle
person:n neidert,N. Neidert,work_9ca6628105d0c4ad,7,16,middle
person:a el rahal,A. El Rahal,work_9ca6628105d0c4ad,8,16,middle
person:i vasilikos,I. Vasilikos,work_9ca6628105d0c4ad,9,16,middle
person:p kellmeyer,P. Kellmeyer,work_9ca6628105d0c4ad,10,16,middle
person:c scheiwe,C. Scheiwe,work_9ca6628105d0c4ad,11,16,middle
person:j klingler,J. Klingler,work_9ca6628105d0c4ad,12,16,middle
person:c fung,C. Fung,work_9ca6628105d0c4ad,13,16,middle
person:ulises pereira,Ulises Pereira,work_9ca8460cc0327e9f,2,4,middle
person:vitali vistunou,Vitali Vistunou,work_9d8ce18df11df9cc,4,13,middle
person:nathalie agudelo duenas,Nathalie Agudelo Dueñas,work_9d8ce18df11df9cc,5,13,middle
person:jakob vorlaufer,Jakob Vorlaufer,work_9d8ce18df11df9cc,6,13,middle
person:caroline kreuzinger,Caroline Kreuzinger,work_9d8ce18df11df9cc,8,13,middle
person:barbara oliveira,Bárbara Oliveira,work_9d8ce18df11df9cc,9,13,middle
person:m pekala,M. Pekala,work_9de42838001f372f,6,11,middle
person:mark chevillet,Mark A. Chevillet,work_9de42838001f372f,10,11,middle
person:p popovici,P. D. Popovici,work_9e3d9326ebd1b0f4,9,18,middle
person:arian jamasb,Arian Jamasb,work_9e3d9326ebd1b0f4,11,18,middle
person:n ueda,N. Ueda,work_9ea9181c0d4620fd,5,11,middle
person:james beard,James D. Beard,work_9ea9181c0d4620fd,6,11,middle
person:s mendes,S. Mendes,work_9ea9181c0d4620fd,7,11,middle
person:konrad heinz,Konrad J. Heinz,work_9ea9181c0d4620fd,8,11,middle
person:p bernstein,P. Bernstein,work_9f1aee5bf41f83bb,2,5,middle
person:bettina gann,Bettina Gann,work_9f4de65ab9e29bbf,4,9,middle
person:elizabeth pax,Elizabeth Pax,work_9fcf57e381b11acb,3,5,middle
person:m kringelbach,M. Kringelbach,work_9fd52e39fdad0d0d,4,5,middle
person:sebastian schwanke,Sebastian Schwanke,work_a0074df622a55228,3,12,middle
person:felix lessmann,Felix Lessmann,work_a0074df622a55228,4,12,middle
person:jennifer meinhardt,Jennifer Meinhardt,work_a0074df622a55228,5,12,middle
person:adrian karnitzki,Adrian Karnitzki,work_a0074df622a55228,8,12,middle
person:linda sellner,Linda Sellner,work_a0074df622a55228,9,12,middle
person:ann christin klunker,Ann-Christin Klünker,work_a0074df622a55228,10,12,middle
person:lara niederhaus,Lara Niederhaus,work_a02f3fd1457de709,3,5,middle
person:p burkhardt,P. Burkhardt,work_a02f3fd1457de709,4,5,middle
person:charles crouse,Charles M. Crouse,work_a067ff2b158f0bbb,2,6,middle
person:v bingman,V. Bingman,work_a09956f2846bbe45,2,5,middle
person:toru shimizu,Toru Shimizu,work_a09956f2846bbe45,3,5,middle
person:martin wild,Martin Wild,work_a09956f2846bbe45,4,5,middle
person:alexa schlotter,Alexa P. Schlotter,work_a0cdbefe311043d0,2,6,middle
person:daniela pereira,Daniela Pereira,work_a0cdbefe311043d0,3,6,middle
person:aleksandra recupero,Aleksandra J. Recupero,work_a0cdbefe311043d0,4,6,middle
person:junhao xiong,Junhao Xiong,work_a1490cd29bdf5713,3,4,middle
person:woo bin jung,Woo-Bin Jung,work_a1d7f92d9b93910a,2,5,middle
person:rona gertner,Rona S. Gertner,work_a1d7f92d9b93910a,3,5,middle
person:joshua faskowitz,Joshua Faskowitz,work_a1e7c7d72b96c595,2,7,middle
person:y yovel,Y. Yovel,work_a1e7c7d72b96c595,4,7,middle
