rank,work_id,title,year,venue,last_author,citation_count_work,cites_per_year,ultra_core,citation_link_strength,citation_role,corpus_in_degree,corpus_out_degree,citation_total_degree,k_core,pagerank_percentile,primary_community_label,confidence,n_authors,is_consortium
262,work_d39313692b727a1c,Whole-body connectome of a segmented annelid larva,2025.0,bioRxiv,G. Jékely,20,10.0,False,strong,broker,5.0,23.0,28.0,11.0,0.8107247146270241,Albert Cardona / J. Vogelstein,0.96,7,False
263,work_13a5924450d152cf,Hierarchical communities in the larval Drosophila connectome: Links to cellular annotations and network topology,2024.0,bioRxiv,Caio Seguin,20,6.67,False,strong,broker,10.0,15.0,25.0,11.0,0.8598354127953278,Olaf Sporns / B. Mišić,0.93,3,False
264,work_97016b4155ddb0c4,Dissecting the Functional Organization of the C. elegans Serotonergic System at Whole-Brain Scale,2023.0,Cell,Steven W. Flavell,20,5.0,False,moderate,only_out,0.0,4.0,4.0,4.0,0.4321741438810724,Xiaoyin Chen / Yonggang Wang,0.88,12,False
265,work_acbd113b39b3e9ee,Synaptic counts approximate synaptic contact area in Drosophila,2020.0,bioRxiv,Albert Cardona,20,2.86,False,strong,broker,10.0,8.0,18.0,11.0,0.9235465887974516,Albert Cardona / J. Vogelstein,0.94,3,False
266,work_e4159e66a30cf379,"Vulnerability-Based Critical Neurons, Synapses, and Pathways in the Caenorhabditis elegans Connectome",2016.0,PLoS Comput. Biol.,Jaeseung Jeong,20,1.82,False,strong,broker,12.0,6.0,18.0,7.0,0.9304486328643484,J. Lichtman / Hanspeter Pfister,0.91,4,False
267,work_aab3a84b00c63866,New Synapse Detection in the Whole-Brain Connectome of Drosophila,2025.0,bioRxiv,M. Murthy,19,9.5,False,strong,broker,8.0,2.0,10.0,7.0,0.8946110963631537,H. Sebastian Seung / G. Jefferis,0.97,13,False
268,work_1f4e6682ef491cf4,A simulated annealing algorithm for randomizing weighted networks,2024.0,bioRxiv,B. Mišić,19,6.33,False,moderate,broker,1.0,4.0,5.0,5.0,0.7435625165914521,Olaf Sporns / B. Mišić,0.9,4,False
269,work_82f50d96861b845b,A complete reconstruction of the early visual system of an adult insect.,2023.0,Current Biology,Shan Xu,19,4.75,False,strong,broker,5.0,13.0,18.0,11.0,0.895142022829838,Xiaoyin Chen / Yonggang Wang,0.97,13,False
270,work_3fddccfee3181b91,SyConn2: dense synaptic connectivity inference for volume electron microscopy,2022.0,Nature Methods,Joergen Kornfeld,19,3.8,False,strong,broker,10.0,7.0,17.0,11.0,0.8938147066631271,M. Helmstaedter / Winfried Denk,0.96,10,False
271,work_170ec61729592c44,Forward and backward locomotion patterns in C. elegans generated by a connectome-based model simulation,2021.0,Scientific Reports,T. Tsuji,19,3.17,False,moderate,broker,3.0,1.0,4.0,3.0,0.820812317494027,Kazuma Sakamoto / T. Tsuji,0.91,5,False
272,work_14ac87ba48283ac0,Neuronal Subcompartment Classification and Merge Error Correction,2020.0,bioRxiv,Peter H. Li,19,2.71,False,,no_graph,,,,,,J. Lichtman / Hanspeter Pfister,0.95,4,False
273,work_93a7c9cf869575ac,Correlated Light-Serial Scanning Electron Microscopy (CoLSSEM) for ultrastructural visualization of single neurons in vivo,2017.0,Scientific Reports,F. Polleux,19,1.9,False,moderate,broker,2.0,7.0,9.0,6.0,0.8242633395274754,Oliver Hobert / Steven J. Cook,0.9,3,False
274,work_abcbb3997816efa3,Optimal synaptic signaling connectome for locomotory behavior in Caenorhabditis elegans: Design minimizing energy cost,2017.0,PLoS Comput. Biol.,J. Karbowski,19,1.9,False,strong,broker,8.0,5.0,13.0,7.0,0.9354924342978498,J. Karbowski / F. Rakowski,0.93,2,False
275,work_de1e49d97a9a4436,Efficient Semi-Automatic 3D Segmentation for Neuron Tracing in Electron Microscopy Images,2015.0,Journal of Neuroscience Methods,T. Tasdizen,19,1.58,False,moderate,broker,2.0,6.0,8.0,5.0,0.8282452880276082,James R. Anderson / Bryan William Jones,0.91,5,False
276,work_b6f9d48dfa37f399,Connectome-driven neural inventory of a complete visual system,2025.0,Nature,Michael B. Reiser,18,9.0,False,strong,broker,10.0,22.0,32.0,11.0,0.9238120520307938,J. Lichtman / Hanspeter Pfister,0.98,71,True
277,work_5e7b528bcdd9a495,Comparative connectomics of dauer reveals developmental plasticity,2024.0,Nature Communications,Junho Lee,18,6.0,False,moderate,broker,3.0,4.0,7.0,7.0,0.7610830899920361,H. Sebastian Seung / G. Jefferis,0.94,12,False
278,work_f9b44f50d727179b,Comparative connectomics reveals noncanonical wiring for color vision in human foveal retina,2023.0,Proceedings of the National Academy of Sciences of the United States of America,D. Dacey,18,4.5,False,strong,broker,4.0,8.0,12.0,6.0,0.8518715157950624,M. Helmstaedter / Winfried Denk,0.97,6,False
279,work_b4c2e7661a5e5142,Large-scale image segmentation based on distributed clustering algorithms,2021.0,arXiv.org,H. Seung,18,3.0,False,,no_graph,,,,,,H. Sebastian Seung / G. Jefferis,0.96,3,False
280,work_199b7e289ee6a42e,Graph Properties of the Adult Drosophila Central Brain,2020.0,bioRxiv,Louis K. Scheffer,18,2.57,False,moderate,broker,7.0,2.0,9.0,9.0,0.936023360764534,J. Lichtman / Hanspeter Pfister,0.96,1,False
281,work_5154da21800bd010,The hourglass organization of the Caenorhabditis elegans connectome,2020.0,PLoS Comput. Biol.,C. Dovrolis,18,2.57,False,strong,broker,8.0,5.0,13.0,7.0,0.9004512874966817,Olaf Sporns / B. Mišić,0.94,4,False
282,work_9f1aee5bf41f83bb,A connectomics approach to understanding a retinal disease,2020.0,Proceedings of the National Academy of Sciences of the United States of America,J. Dowling,18,2.57,False,,no_graph,,,,,,J. Lichtman / Hanspeter Pfister,0.9,5,False
283,work_0e238b06daf60ae4,Effective automated pipeline for 3D reconstruction of synapses based on deep learning,2018.0,BMC Bioinformatics,Hua Han,18,2.0,False,moderate,broker,2.0,2.0,4.0,4.0,0.7762144942925405,Xiaoyin Chen / Yonggang Wang,0.95,7,False
284,work_6fefee1e1bf17068,Fast Mitochondria Segmentation for Connectomics,2018.0,arXiv.org,Daniel Haehn,18,2.0,False,moderate,only_out,0.0,3.0,3.0,3.0,0.6275550836209185,J. Lichtman / Hanspeter Pfister,0.97,4,False
285,work_defa2a69fe777671,Volumetric reconstruction of main Caenorhabditis elegans neuropil at two different time points,2018.0,,N. Cohen,18,2.0,False,moderate,broker,4.0,1.0,5.0,5.0,0.8330236262277675,Oliver Hobert / Steven J. Cook,0.94,5,False
286,work_3f33a09c75f65755,Perisomatic ultrastructure efficiently classifies cells in mouse cortex,2025.0,Nature,F. Collman,17,8.5,False,strong,broker,5.0,9.0,14.0,10.0,0.8717812582957261,H. Sebastian Seung / G. Jefferis,0.95,38,True
287,work_544c5eb927deccab,A connectomic resource for neural cataloguing and circuit dissection of the larval zebrafish brain,2025.0,bioRxiv,F. Engert,17,8.5,False,moderate,only_in,5.0,0.0,5.0,4.0,0.8391292805946376,J. Lichtman / Hanspeter Pfister,0.97,70,True
288,work_68c16753f9b50e6c,Comparative connectomics of the descending and ascending neurons of the Drosophila nervous system: stereotypy and sexual dimorphism,2024.0,bioRxiv,K. Eichler,17,5.67,False,strong,broker,7.0,17.0,24.0,11.0,0.8975311919299177,H. Sebastian Seung / G. Jefferis,0.95,36,True
289,work_0b9b3970f5ad15af,Diversity of visual inputs to Kenyon cells of the Drosophila mushroom body,2023.0,bioRxiv,Rudy Behnia,17,4.25,False,moderate,broker,4.0,4.0,8.0,8.0,0.8508096628616937,Albert Cardona / J. Vogelstein,0.94,5,False
290,work_18e897cfbf7dee38,3D reconstruction of the cerebellar germinal layer reveals tunneling connections between developing granule cells,2023.0,Science Advances,C. Zurzolo,17,4.25,False,moderate,broker,3.0,2.0,5.0,4.0,0.8914255375630475,James R. Anderson / Bryan William Jones,0.97,7,False
291,work_18a630f143863a39,A specialized spinal circuit for command amplification and directionality during escape behavior,2021.0,Proceedings of the National Academy of Sciences of the United States of America,Jianren Song,17,2.83,False,weak_unlinked,only_out,0.0,2.0,2.0,2.0,0.5646402973188214,Xiaoyin Chen / Yonggang Wang,0.95,12,False
292,work_14715d8bc1c76d41,Synaptic partner prediction from point annotations in insect brains,2018.0,International Conference on Medical Image Computing and Computer-Assisted Intervention,Jan Funke,17,1.89,False,moderate,broker,4.0,3.0,7.0,7.0,0.9161136182638704,M. Helmstaedter / Winfried Denk,0.95,7,False
293,work_8f2ad7a7d6c55a54,Guided graph spectral embedding: Application to the C. elegans connectome,2018.0,Network Neuroscience,D. Ville,17,1.89,False,strong,broker,6.0,4.0,10.0,4.0,0.9508893018316964,D. Ville / M. Preti,0.85,5,False
294,work_bebd197ae07871b0,Geometric Scaling Law in Real Neuronal Networks.,2024.0,Physical Review Letters,Gang Yan,16,5.33,False,moderate,broker,4.0,2.0,6.0,5.0,0.8959384125298646,Xiaoyin Chen / Yonggang Wang,0.94,4,False
295,work_7355482a2bfdf04b,Normative and mechanistic model of an adaptive circuit for efficient encoding and feature extraction,2021.0,bioRxiv,D. Chklovskii,16,2.67,False,moderate,only_out,0.0,4.0,4.0,3.0,0.3652774090788426,J. Lichtman / Hanspeter Pfister,0.94,3,False
296,work_0a1427cd13f43c85,Multiscale ATUM-FIB Microscopy Enables Targeted Ultrastructural Analysis at Isotropic Resolution,2020.0,bioRxiv,Martina Schifferer,16,2.29,False,moderate,only_out,0.0,4.0,4.0,4.0,0.3153703212105123,Albert Cardona / J. Vogelstein,0.94,6,False
297,work_239dd3ff619a0a41,An anatomical substrate of credit assignment in reinforcement learning,2020.0,bioRxiv,M. Fee,16,2.29,False,moderate,broker,3.0,5.0,8.0,7.0,0.8009025749933634,M. Helmstaedter / Winfried Denk,0.93,6,False
298,work_6d6bf1bdee0fecf9,Unsupervised learning of control signals and their encodings in Caenorhabditis elegans whole-brain recordings,2020.0,Journal of the Royal Society Interface,J. Kutz,16,2.29,False,moderate,broker,2.0,1.0,3.0,3.0,0.7640031855588001,Oliver Hobert / Steven J. Cook,0.95,4,False
299,work_b3d2f4a1d8b054ae,A recurrent neural network model of C. elegans responses to aversive stimuli,2020.0,Neurocomputing,V. Folli,16,2.29,False,moderate,only_in,3.0,0.0,3.0,3.0,0.8401911335280063,Enrico Lanza / G. Ruocco,0.93,5,False
300,work_81da438199f08eec,Joint Deformable Registration of Large EM Image Volumes: A Matrix Solver Approach,2018.0,arXiv.org,S. Saalfeld,16,1.78,False,strong,broker,9.0,5.0,14.0,10.0,0.9381470666312716,J. Lichtman / Hanspeter Pfister,0.97,3,False
301,work_e84ef641502e9841,Robust neural circuit reconstruction from serial electron microscopy with convolutional recurrent networks,2018.0,arXiv.org,Thomas Serre,16,1.78,False,moderate,broker,1.0,8.0,9.0,6.0,0.8704539421290152,M. Helmstaedter / Winfried Denk,0.95,4,False
302,work_aa666fd9d2c29faa,Object-based representation and analysis of light and electron microscopic volume data using Blender,2015.0,BMC Bioinformatics,G. Jékely,16,1.33,False,moderate,broker,5.0,4.0,9.0,7.0,0.9692062649323068,Albert Cardona / J. Vogelstein,0.9,5,False
303,work_eccb631270c7418f,Focused Proofreading: Efficiently Extracting Connectomes from Segmented EM Images,2014.0,arXiv.org,Stephen M. Plaza,16,1.23,False,moderate,broker,3.0,4.0,7.0,6.0,0.946110963631537,J. Lichtman / Hanspeter Pfister,0.93,1,False
304,work_3d61aeab949bc36b,Synaptic connectome of a neurosecretory network in the Drosophila brain,2024.0,bioRxiv,Meet Zandawala,15,5.0,False,weak,only_in,1.0,0.0,1.0,1.0,0.8773559861959118,H. Sebastian Seung / G. Jefferis,0.95,12,False
305,work_f8b43696a85f2146,Perisomatic Features Enable Efficient and Dataset Wide Cell-Type Classifications Across Large-Scale Electron Microscopy Volumes,2024.0,bioRxiv,F. Collman,15,5.0,False,moderate,broker,2.0,4.0,6.0,6.0,0.7557738253251924,H. Sebastian Seung / G. Jefferis,0.95,47,True
306,work_991f78c0915f23f3,Presynaptic inhibition selectively suppresses leg proprioception in behaving Drosophila,2023.0,bioRxiv,John C. Tuthill,15,3.75,False,moderate,broker,2.0,2.0,4.0,4.0,0.7746217148924874,H. Sebastian Seung / G. Jefferis,0.9,7,False
307,work_c293467c574e8c22,Hierarchical Modular Structure of the Drosophila Connectome,2022.0,Journal of Neuroscience,K. Josić,15,3.0,False,strong,broker,10.0,10.0,20.0,11.0,0.9384125298646138,H. Sebastian Seung / G. Jefferis,0.97,5,False
308,work_20aa11e350125328,Weakly Supervised Learning in Deformable EM Image Registration Using Slice Interpolation,2019.0,IEEE International Symposium on Biomedical Imaging,W. Jeong,15,1.88,False,weak_unlinked,only_out,0.0,1.0,1.0,1.0,0.6402973188213432,M. Helmstaedter / Winfried Denk,0.94,6,False
309,work_c6568c6c741d28e9,Large-Scale Electron Microscopy Image Segmentation in Spark,2016.0,arXiv.org,S. Berg,15,1.36,False,strong,broker,6.0,4.0,10.0,8.0,0.9601805149986726,J. Lichtman / Hanspeter Pfister,0.95,2,False
310,work_93d2ee6696b78490,WATERSHED MERGE FOREST CLASSIFICATION FOR ELECTRON MICROSCOPY IMAGE STACK SEGMENTATION,2013.0,2013 IEEE International Conference on Image Processing,T. Tasdizen,15,1.07,False,moderate,broker,2.0,1.0,3.0,3.0,0.9216883461640564,Xiaoyin Chen / Yonggang Wang,0.89,4,False
311,work_fd85858fb226a2fb,Mojo 2.0: Connectome Annotation Tool,2013.0,,Lichtman Jeff,15,1.07,False,strong,broker,9.0,1.0,10.0,9.0,0.9588531988319616,K. Seymour / Lichtman Jeff,0.92,6,False
312,work_52b53476f8279557,Divergent neural circuits for proprioceptive and exteroceptive sensing of the Drosophila leg,2025.0,Nature Communications,S. Agrawal,14,7.0,False,moderate,broker,2.0,7.0,9.0,8.0,0.7578975311919299,H. Sebastian Seung / G. Jefferis,0.95,5,False
313,work_1c4e68a0ac51bff8,Serotonergic modulation of swallowing in a complete fly vagus nerve connectome,2024.0,Current Biology,Michael J. Pankratz,14,4.67,False,strong,broker,2.0,13.0,15.0,11.0,0.7955933103265198,Albert Cardona / J. Vogelstein,0.96,7,False
314,work_06fe6252132bc249,"Percolation may explain efficiency, robustness, and economy of the brain",2022.0,Network Neuroscience,Pei Sun,14,2.8,False,moderate,only_out,0.0,3.0,3.0,3.0,0.5715423413857181,Xiaoyin Chen / Yonggang Wang,0.94,2,False
315,work_82eacacced51b0d9,Connectomic analysis of thalamus-driven disinhibition in cortical layer 4,2022.0,bioRxiv,M. Helmstaedter,14,2.8,False,moderate,broker,1.0,2.0,3.0,3.0,0.8829307140960977,M. Helmstaedter / Winfried Denk,0.97,7,False
316,work_01c85c45ede98837,VICE: Visual Identification and Correction of Neural Circuit Errors,2021.0,Computer graphics forum (Print),H. Pfister,14,2.33,False,,no_graph,,,,,,J. Lichtman / Hanspeter Pfister,0.96,6,False
317,work_2f6b66120e640199,Synaptic inputs to broad thorny ganglion cells in macaque retina,2021.0,The Journal of comparative neurology,D. Marshak,14,2.33,False,moderate,broker,3.0,6.0,9.0,5.0,0.852667905495089,James R. Anderson / Bryan William Jones,0.95,16,False
318,work_92631910468cb6fc,A Drosophila larval premotor/motor neuron connectome generating two behaviors via distinct spatio-temporal muscle activity,2019.0,bioRxiv,C. Doe,14,1.75,False,moderate,broker,2.0,3.0,5.0,5.0,0.8295726041943191,Albert Cardona / J. Vogelstein,0.92,5,False
319,work_b60d03383c437391,Wide-field amacrine cell inputs to ON parasol ganglion cells in macaque retina,2019.0,The Journal of comparative neurology,D. Marshak,14,1.75,False,moderate,broker,5.0,3.0,8.0,5.0,0.8885054419962836,James R. Anderson / Bryan William Jones,0.96,17,False
320,work_e3992b6f698e0c1a,Pathoconnectome Analysis of Müller Cells in Early Retinal Remodeling,2019.0,Advances in Experimental Medicine and Biology,Bryan William Jones,14,1.75,False,moderate,broker,2.0,1.0,3.0,3.0,0.7764799575258826,James R. Anderson / Bryan William Jones,0.88,14,False
321,work_00f9b510d0a91b47,Detecting Synapse Location and Connectivity by Signed Proximity Estimation and Pruning with Deep Nets,2018.0,ECCV Workshops,H. Pfister,14,1.56,False,moderate,broker,3.0,5.0,8.0,8.0,0.8550570745951686,J. Lichtman / Hanspeter Pfister,0.95,8,False
322,work_cc59ab91c7115bfb,Deep Learning Improves Template Matching by Normalized Cross Correlation,2017.0,arXiv.org,H. Seung,14,1.4,False,moderate,broker,2.0,1.0,3.0,3.0,0.7902840456596761,H. Sebastian Seung / G. Jefferis,0.94,5,False
323,work_db6e1fc5db501b2d,Generating Executable Models of the Drosophila Central Complex,2017.0,Frontiers in Behavioral Neuroscience,Chung-Heng Yeh,14,1.4,False,weak_unlinked,only_out,0.0,1.0,1.0,1.0,0.192460844173082,Xiaoyin Chen / Yonggang Wang,0.88,3,False
324,work_1959a19d27f98c7b,An Iterative Convolutional Neural Network Algorithm Improves Electron Microscopy Image Segmentation,2015.0,arXiv.org,Xundong Wu,14,1.17,False,moderate,broker,3.0,4.0,7.0,6.0,0.8725776479957525,Xundong Wu,0.97,1,False
325,work_e8901c84d913a8ca,Infrequent strong connections constrain connectomic predictions of neuronal function,2025.0,bioRxiv,T. R. Clandinin,13,6.5,False,strong,broker,1.0,20.0,21.0,11.0,0.7095832227236528,Xiaoyin Chen / Yonggang Wang,0.93,2,False
326,work_6cb6b38366a67f63,Combined topological and spatial constraints are required to capture the structure of neural connectomes,2024.0,Network Neuroscience,Istv'an A. Kov'acs,13,4.33,False,strong,broker,3.0,25.0,28.0,11.0,0.8128484204937616,A. Salova / Istv'an A. Kov'acs,0.95,2,False
327,work_df48e1069956b586,Mapping of Multiple Neurotransmitter Receptor Subtypes and Distinct Protein Complexes to the Connectome,2024.0,Neuron,S. Zipursky,13,4.33,False,strong,broker,3.0,11.0,14.0,10.0,0.8585080966286169,James R. Anderson / Bryan William Jones,0.94,14,False
328,work_32bc69744c269989,Heterogeneity of synaptic connectivity in the fly visual system,2023.0,bioRxiv,Marion Silies,13,3.25,False,strong,broker,4.0,10.0,14.0,11.0,0.8688611627289621,H. Sebastian Seung / G. Jefferis,0.96,11,False
329,work_4fbc226ee1288c01,mEMbrain: an interactive deep learning MATLAB tool for connectomic segmentation on commodity desktops,2023.0,Frontiers in Neural Circuits,Y. Meirovitch,13,3.25,False,strong,broker,10.0,22.0,32.0,11.0,0.9073533315635784,J. Lichtman / Hanspeter Pfister,0.93,16,False
330,work_f41440be2c331b9e,Joint Learning Neuronal Skeleton and Brain Circuit Topology with Permutation Invariant Encoders for Neuron Classification,2023.0,AAAI Conference on Artificial Intelligence,Bo Du,13,3.25,False,strong,broker,4.0,14.0,18.0,11.0,0.8699230156623308,Xiaoyin Chen / Yonggang Wang,0.93,3,False
331,work_be4e434079225987,Reconstructing neural circuits using multiresolution correlated light and electron microscopy,2022.0,Frontiers in Neural Circuits,Josh L. Morgan,13,2.6,False,,no_graph,,,,,,Karl Friedrichsen / Jen-Chun Hsiang,0.94,6,False
332,work_2053a4edc9ac5a70,Emulation of chemical stimulus triggered head movement in the C. elegans nematode,2018.0,Neurocomputing,T. McGinnity,13,1.44,False,weak,only_in,1.0,0.0,1.0,1.0,0.774090788425803,Javier DeFelipe / Michael W. Reimann,0.88,9,False
333,work_14d220daa1425835,"Dissecting a neuron network: FIB-SEM-based 3D-reconstruction of the visual neuropils in the sea spider Achelia langi (Dohrn, 1881) (Pycnogonida)",2014.0,BMC Biology,R. Melzer,13,1.0,False,moderate,only_out,0.0,7.0,7.0,6.0,0.0031855588001061,M. Heß / G. Wanner,0.94,4,False
334,work_fc893d85a8e35b6b,Post-acquisition image based compensation for thickness variation in microscopy section series,2014.0,IEEE International Symposium on Biomedical Imaging,S. Saalfeld,13,1.0,False,moderate,broker,2.0,1.0,3.0,3.0,0.9423944783647464,J. Lichtman / Hanspeter Pfister,0.9,3,False
335,work_11a1d7d7074f9adc,Connectome simulations identify a central pattern generator circuit for fly walking,2026.0,bioRxiv,Bingni W. Brunton,12,12.0,False,strong,broker,2.0,9.0,11.0,8.0,0.8030262808601009,Xiaoyin Chen / Yonggang Wang,0.96,7,False
336,work_f5fd3ba3b38fed1d,NEURD offers automated proofreading and feature extraction for connectomics,2025.0,Nature,J. Reimer,12,6.0,False,strong,broker,4.0,21.0,25.0,11.0,0.8420493761614016,H. Sebastian Seung / G. Jefferis,0.97,58,True
337,work_d067523a41fd1ad1,Comprehensive analysis of the C. elegans connectome reveals novel circuits and functions of previously unstudied neurons,2024.0,PLoS Biology,Scott W. Emmons,12,4.0,False,strong,broker,4.0,11.0,15.0,8.0,0.8529333687284311,Oliver Hobert / Steven J. Cook,0.95,1,False
338,work_9f2bd795e155d80b,Heterogeneous receptor expression underlies non-uniform peptidergic modulation of olfaction in Drosophila,2023.0,bioRxiv,A. Dacks,12,3.0,False,moderate,only_out,0.0,9.0,9.0,9.0,0.3318290416777276,M. Helmstaedter / Winfried Denk,0.91,3,False
339,work_ff2e9f919f0cbaff,Cyclic structure with cellular precision in a vertebrate sensorimotor neural circuit,2023.0,Current Biology,H. Seung,12,3.0,False,strong,broker,5.0,16.0,21.0,11.0,0.8109901778603663,H. Sebastian Seung / G. Jefferis,0.93,16,False
340,work_1d85f875391d041a,Selective Regional Loss of Cortical Synapses Lacking Presynaptic Mitochondria in the 5xFAD Mouse Model,2021.0,Frontiers in Neuroanatomy,Kea-Joo Lee,12,2.0,False,weak_unlinked,isolate,0.0,0.0,0.0,0.0,0.3299707990443323,Xiaoyin Chen / Yonggang Wang,0.94,6,False
341,work_3d98d18aeb1fdbbf,Synchronization Patterns in Modular Neuronal Networks: A Case Study of C. elegans,2019.0,Frontiers in Applied Mathematics and Statistics,J. Hizanidis,12,1.5,False,moderate,broker,4.0,3.0,7.0,5.0,0.9001858242633395,Philipp Hövel / Jorge Ruiz,0.91,6,False
342,work_bfb1ab1a97c0b3f6,Organization of the Drosophila larval visual circuit,2017.0,bioRxiv,S. Sprecher,12,1.2,False,moderate,broker,1.0,5.0,6.0,6.0,0.8404565967613485,Albert Cardona / J. Vogelstein,0.94,10,False
343,work_4b92ca8485717239,Functional imaging and connectome analyses reveal organizing principles of taste circuits in Drosophila,2024.0,bioRxiv,M. D. Gordon,11,3.67,False,moderate,broker,1.0,4.0,5.0,5.0,0.7464826121582161,Xiaoyin Chen / Yonggang Wang,0.91,5,False
344,work_9b3e284c74fcc4ce,A gut-brain-gut interoceptive circuit loop gates sugar ingestion in Drosophila,2024.0,bioRxiv,Nilay Yapici,11,3.67,False,weak,broker,1.0,1.0,2.0,2.0,0.7467480753915583,H. Sebastian Seung / G. Jefferis,0.91,4,False
345,work_d585630845101835,Network statistics of the whole-brain connectome of Drosophila,2024.0,Nature,M. Murthy,11,3.67,False,strong,broker,3.0,24.0,27.0,11.0,0.8614281921953809,H. Sebastian Seung / G. Jefferis,0.94,15,False
346,work_d803ce4772a77dc8,Global Neuron Shape Reasoning with Point Affinity Transformers,2024.0,bioRxiv,Srinivas C. Turaga,11,3.67,False,strong,broker,8.0,16.0,24.0,11.0,0.8635518980621184,J. Lichtman / Hanspeter Pfister,0.92,6,False
347,work_2b7e525a9a17d163,The structure and function of neural connectomes are shaped by a small number of design principles,2023.0,bioRxiv,Elad Schneidman,11,2.75,False,strong,broker,3.0,13.0,16.0,11.0,0.7494027077249801,M. Helmstaedter / Winfried Denk,0.88,4,False
348,work_9525e09acddf866e,Multilevel visual motion opponency in Drosophila,2023.0,Nature Neuroscience,Alexander Borst,11,2.75,False,moderate,broker,2.0,3.0,5.0,5.0,0.8213432439607115,Andrew T. McKenzie / John F. Crary,0.87,6,False
349,work_e906fb28bca81676,Mating-driven variability in olfactory local interneuron wiring,2022.0,Science Advances,L. Luo,11,2.2,False,moderate,broker,2.0,3.0,5.0,5.0,0.8447040084948235,Albert Cardona / J. Vogelstein,0.91,11,False
350,work_3763d0d7b8bb342e,Model-based Comparison of Current Flow in Rod Bipolar Cells of Healthy and Early-Stage Degenerated Retina,2021.0,Experimental Eye Research,G. Lazzi,11,1.83,False,moderate,broker,2.0,7.0,9.0,4.0,0.8439076187947969,James R. Anderson / Bryan William Jones,0.9,9,False
351,work_662430ab8a8ed612,Electron Microscopic Reconstruction of Neural Circuitry in the Cochlea.,2021.0,Cell Reports,Hao Wu,11,1.83,False,weak_unlinked,isolate,0.0,0.0,0.0,0.0,0.6583488186886116,Xiaoyin Chen / Yonggang Wang,0.9,9,False
352,work_e92887424b019d71,Denoising-based Image Compression for Connectomics,2021.0,bioRxiv,Viren Jain,11,1.83,False,weak,broker,1.0,1.0,2.0,2.0,0.771170692859039,J. Lichtman / Hanspeter Pfister,0.92,7,False
353,work_28104a254c26cffb,Synaptic inputs from identified bipolar and amacrine cells to a sparsely branched ganglion cell in rabbit retina,2019.0,Visual Neuroscience,D. Marshak,11,1.38,False,strong,broker,4.0,6.0,10.0,5.0,0.8908946110963631,James R. Anderson / Bryan William Jones,0.95,8,False
354,work_37dddd285c63a03f,Toward Streaming Synapse Detection with Compositional ConvNets,2017.0,arXiv.org,N. Shavit,11,1.1,False,strong,broker,6.0,8.0,14.0,11.0,0.927263074064242,J. Lichtman / Hanspeter Pfister,0.97,7,False
355,work_ec0d16c2c9384c0f,Patterns and distribution of presynaptic and postsynaptic elements within serial electron microscopic reconstructions of neuronal arbors from the medicinal leech Hirudo verbana,2016.0,The Journal of comparative neurology,William B. Kristan Jr.,11,1.0,False,strong,broker,3.0,11.0,14.0,11.0,0.8136448101937882,Xiaoyin Chen / Yonggang Wang,0.9,4,False
356,work_39a3b67a9fbfbeff,Overlap and divergence of neural circuits mediating distinct behavioral responses to sugar,2023.0,bioRxiv,Anita V. Devineni,10,2.5,False,moderate,only_out,0.0,3.0,3.0,3.0,0.2290947703743031,James R. Anderson / Bryan William Jones,0.95,9,False
357,work_793b3b98c8e44d43,MCMC sampling of directed flag complexes with fixed undirected graphs,2023.0,Journal of Applied and Computational Topology,Jonathan Krebs,10,2.5,False,moderate,only_out,0.0,3.0,3.0,3.0,0.590390230953013,Florian Unger / Jonathan Krebs,0.88,2,False
358,work_9a21d8fa753f5a6a,Mechanosensory and command contributions to the Drosophila grooming sequence,2023.0,bioRxiv,J. Simpson,10,2.5,False,moderate,broker,3.0,6.0,9.0,6.0,0.8210777807273693,Xiaoyin Chen / Yonggang Wang,0.91,3,False
359,work_b0e75fabcf46c3e0,High-resolution volumetric imaging constrains compartmental models to explore synaptic integration and temporal processing by cochlear nucleus globular bushy cells,2023.0,bioRxiv,Mark Ellisman,10,2.5,False,moderate,only_out,0.0,5.0,5.0,5.0,0.4133262543137775,James R. Anderson / Bryan William Jones,0.93,7,False
360,work_0954491569c0a9da,"CONFIRMS: A Toolkit for Scalable, Black Box Connectome Assessment and Investigation",2021.0,Annual International Conference of the IEEE Engineering in Medicine and Biology Society,William R. Gray Roncal,10,1.67,False,strong,broker,5.0,9.0,14.0,10.0,0.9007167507300239,Albert Cardona / J. Vogelstein,0.93,8,False
361,work_e68322887b81111b,Sparse imaging and reconstruction tomography for high-speed high-resolution whole-brain imaging,2021.0,Cell Reports Methods,Zengcai V. Guo,10,1.67,False,weak_unlinked,only_out,0.0,1.0,1.0,1.0,0.2298911600743297,Xiaoyin Chen / Yonggang Wang,0.93,10,False
362,work_4ab664454d56c724,Toward an Automated HPC Pipeline for Processing Large Scale Electron Microscopy Data,2020.0,Annual Workshop on Large-scale Experiment-in-the-Loop Computing,N. Ferrier,10,1.43,False,,no_graph,,,,,,J. Lichtman / Hanspeter Pfister,0.91,8,False
363,work_79c1db67453e2c88,A semi-automated approach to dense segmentation of 3D white matter electron microscopy,2020.0,bioRxiv,K. Miller,10,1.43,False,,no_graph,,,,,,Albert Cardona / J. Vogelstein,0.94,5,False
